Time,Month,Partner,OrderValue,Commission,Status,LastChanged
1/1/20 8:34:51 AM UTC+3,1,EP,1225,74.72,Approved,2/7/2020 17:07
1/1/20 8:49:04 AM UTC+3,1,EP,1057,64.48,Approved,2/7/2020 17:09
1/1/20 9:14:43 AM UTC+3,1,Other,5971,358.26,Deleted,2/7/2020 15:12
1/1/20 9:14:43 AM UTC+3,1,Other,1027,61.62,Deleted,2/7/2020 15:12
1/1/20 9:25:28 AM UTC+3,1,EP,1597,97.42,Approved,2/7/2020 17:07
1/1/20 9:30:14 AM UTC+3,1,EP,3920,239.12,Deleted,2/7/2020 15:12
1/1/20 9:32:56 AM UTC+3,1,EP,4410,269.01,Deleted,2/7/2020 15:12
1/1/20 9:53:32 AM UTC+3,1,EP,441,26.9,Deleted,2/7/2020 15:12
1/1/20 10:16:56 AM UTC+3,1,SK,980,58.8,Deleted,2/7/2020 15:12
1/1/20 10:52:51 AM UTC+3,1,EP,1344,81.98,Approved,2/7/2020 17:07
1/1/20 11:06:57 AM UTC+3,1,SK,3045,182.7,Deleted,2/7/2020 15:12
1/1/20 11:38:07 AM UTC+3,1,EP,2897,176.72,Deleted,2/7/2020 15:12
1/1/20 11:44:09 AM UTC+3,1,SK,3150,189,Deleted,2/7/2020 15:12
1/1/20 11:46:48 AM UTC+3,1,KT,1189,71.34,Approved,2/7/2020 17:08
1/1/20 12:02:13 PM UTC+3,1,KT,349,20.94,Deleted,2/7/2020 15:12
1/1/20 12:24:17 PM UTC+3,1,KT,279,16.74,Deleted,2/7/2020 15:12
1/1/20 12:39:08 PM UTC+3,1,EP,301,18.36,Deleted,2/7/2020 15:12
1/1/20 12:41:56 PM UTC+3,1,EP,700,42.7,Deleted,2/7/2020 15:12
1/1/20 12:53:13 PM UTC+3,1,EP,9800,597.8,Approved,2/7/2020 17:07
1/1/20 12:56:46 PM UTC+3,1,EP,3010,183.61,Approved,2/7/2020 17:09
1/1/20 1:01:23 PM UTC+3,1,EP,371,22.63,Approved,2/7/2020 17:08
1/1/20 1:03:35 PM UTC+3,1,EP,1750,106.75,Approved,2/7/2020 17:07
1/1/20 1:10:58 PM UTC+3,1,EP,5600,341.6,Approved,2/7/2020 17:08
1/1/20 1:43:50 PM UTC+3,1,SK,4410,264.6,Approved,2/7/2020 17:07
1/1/20 1:47:30 PM UTC+3,1,EP,1750,106.75,Approved,2/7/2020 17:09
1/1/20 2:06:52 PM UTC+3,1,EP,4900,298.9,Approved,2/7/2020 17:08
1/1/20 2:10:07 PM UTC+3,1,EP,3220,196.42,Approved,2/7/2020 17:09
1/1/20 2:39:02 PM UTC+3,1,EP,1330,81.13,Deleted,2/7/2020 15:12
1/1/20 3:02:08 PM UTC+3,1,EP,2275,138.77,Approved,2/7/2020 17:08
1/1/20 3:04:59 PM UTC+3,1,KT,2399,143.94,Approved,2/7/2020 17:09
1/1/20 3:23:42 PM UTC+3,1,KT,1007,60.42,Deleted,2/7/2020 15:12
1/1/20 3:38:29 PM UTC+3,1,EP,1299,79.24,Approved,2/7/2020 17:07
1/1/20 3:43:50 PM UTC+3,1,EP,572,34.89,Deleted,2/7/2020 15:12
1/1/20 3:43:51 PM UTC+3,1,EP,356,21.72,Deleted,2/7/2020 15:12
1/1/20 3:52:24 PM UTC+3,1,SK,2940,176.4,Approved,2/7/2020 17:08
1/1/20 4:12:33 PM UTC+3,1,KT,2999,179.94,Approved,2/7/2020 17:08
1/1/20 4:32:41 PM UTC+3,1,KT,3096,185.76,Approved,2/7/2020 17:08
1/1/20 5:04:08 PM UTC+3,1,SK,1552,93.12,Approved,2/7/2020 17:07
1/1/20 5:12:44 PM UTC+3,1,KT,149,8.94,Deleted,2/7/2020 15:12
1/1/20 5:17:54 PM UTC+3,1,SK,4097,245.82,Approved,2/7/2020 17:08
1/1/20 5:21:39 PM UTC+3,1,SK,4438,266.28,Approved,2/7/2020 17:08
1/1/20 5:32:54 PM UTC+3,1,KT,4899,293.94,Deleted,2/7/2020 15:12
1/1/20 5:38:19 PM UTC+3,1,EP,14210,866.81,Approved,2/7/2020 17:07
1/1/20 5:45:05 PM UTC+3,1,EP,15624,953.06,Approved,2/7/2020 17:09
1/1/20 5:51:17 PM UTC+3,1,KT,4799,287.94,Approved,2/7/2020 17:08
1/1/20 6:13:49 PM UTC+3,1,KT,6999,419.94,Approved,2/7/2020 17:09
1/1/20 6:17:31 PM UTC+3,1,EP,4200,256.2,Approved,2/7/2020 17:08
1/1/20 6:31:31 PM UTC+3,1,KT,4059,243.54,Approved,2/7/2020 17:09
1/1/20 6:40:35 PM UTC+3,1,EP,6160,375.76,Approved,2/7/2020 17:08
1/1/20 6:44:07 PM UTC+3,1,EP,2590,157.99,Approved,2/7/2020 17:07
1/1/20 6:58:35 PM UTC+3,1,KT,1260,75.6,Deleted,2/7/2020 15:12
1/1/20 7:29:32 PM UTC+3,1,EP,2240,136.64,Approved,2/7/2020 17:09
1/1/20 7:42:01 PM UTC+3,1,KT,1750,105,Approved,2/7/2020 17:07
1/1/20 8:38:52 PM UTC+3,1,KT,1960,117.6,Deleted,2/7/2020 15:12
1/1/20 8:42:05 PM UTC+3,1,KT,2100,126,Approved,2/7/2020 17:09
1/1/20 8:44:39 PM UTC+3,1,Other,3150,189,Deleted,2/7/2020 15:12
1/1/20 9:09:19 PM UTC+3,1,SK,700,42,Deleted,2/7/2020 15:12
1/1/20 9:10:20 PM UTC+3,1,SK,350,21,Deleted,2/7/2020 15:12
1/1/20 9:36:30 PM UTC+3,1,KT,280,16.8,Deleted,2/7/2020 15:12
1/1/20 10:01:43 PM UTC+3,1,EP,2100,128.1,Approved,2/7/2020 17:09
1/1/20 10:07:48 PM UTC+3,1,KT,2896,173.76,Approved,2/7/2020 17:08
1/1/20 11:27:23 PM UTC+3,1,SK,770,46.2,Approved,2/7/2020 17:07
1/2/20 12:59:25 AM UTC+3,1,EP,910,55.51,Approved,2/7/2020 17:08
1/2/20 6:13:24 AM UTC+3,1,KT,301,18.06,Approved,2/7/2020 17:07
1/2/20 7:40:18 AM UTC+3,1,EP,1750,106.75,Approved,2/7/2020 17:08
1/2/20 7:44:11 AM UTC+3,1,EP,2100,128.1,Approved,2/7/2020 17:09
1/2/20 7:44:59 AM UTC+3,1,EP,1400,85.4,Approved,2/7/2020 17:08
1/2/20 7:51:22 AM UTC+3,1,EP,4410,269.01,Deleted,2/7/2020 15:12
1/2/20 7:52:42 AM UTC+3,1,EP,5600,341.6,Approved,2/7/2020 17:09
1/2/20 7:56:25 AM UTC+3,1,EP,7280,444.08,Approved,2/7/2020 17:09
1/2/20 8:07:34 AM UTC+3,1,EP,7070,431.27,Approved,2/7/2020 17:07
1/2/20 8:13:07 AM UTC+3,1,EP,1523,92.9,Approved,2/7/2020 17:08
1/2/20 8:12:14 AM UTC+3,1,EP,2870,175.07,Approved,2/7/2020 17:08
1/2/20 8:21:28 AM UTC+3,1,EP,3234,197.27,Deleted,2/7/2020 15:12
1/2/20 8:37:02 AM UTC+3,1,EP,3234,197.27,Approved,2/7/2020 17:08
1/2/20 8:40:04 AM UTC+3,1,EP,1806,110.17,Approved,2/7/2020 17:07
1/2/20 9:03:18 AM UTC+3,1,EP,1542,94.06,Deleted,2/7/2020 15:12
1/2/20 9:03:18 AM UTC+3,1,EP,3454,210.69,Approved,2/7/2020 17:09
1/2/20 9:01:36 AM UTC+3,1,EP,1897,115.72,Approved,2/7/2020 17:08
1/2/20 9:03:18 AM UTC+3,1,EP,1404,85.64,Approved,2/7/2020 17:09
1/2/20 9:09:17 AM UTC+3,1,EP,3360,204.96,Approved,2/7/2020 17:08
1/2/20 9:15:28 AM UTC+3,1,KT,1649,98.94,Approved,2/7/2020 17:08
1/2/20 9:26:53 AM UTC+3,1,EP,2100,128.1,Approved,2/7/2020 17:09
1/2/20 9:29:32 AM UTC+3,1,EP,1050,64.05,Approved,2/7/2020 17:09
1/2/20 9:32:57 AM UTC+3,1,EP,1308,79.79,Approved,2/7/2020 17:09
1/2/20 9:43:18 AM UTC+3,1,EP,560,34.16,Approved,2/7/2020 17:08
1/2/20 9:45:17 AM UTC+3,1,SK,79,4.74,Deleted,2/7/2020 15:12
1/2/20 9:47:43 AM UTC+3,1,SK,79,4.74,Approved,2/7/2020 17:08
1/2/20 9:47:57 AM UTC+3,1,EP,3472,211.79,Approved,2/7/2020 17:09
1/2/20 9:46:31 AM UTC+3,1,SK,79,4.74,Approved,2/7/2020 17:07
1/2/20 9:48:54 AM UTC+3,1,SK,69,4.14,Approved,2/7/2020 17:08
1/2/20 9:50:04 AM UTC+3,1,SK,69,4.14,Approved,2/7/2020 17:08
1/2/20 9:54:33 AM UTC+3,1,SK,129,7.74,Approved,2/7/2020 17:08
1/2/20 9:55:41 AM UTC+3,1,SK,99,5.94,Approved,2/7/2020 17:09
1/2/20 9:56:42 AM UTC+3,1,SK,99,5.94,Approved,2/7/2020 17:09
1/2/20 9:58:15 AM UTC+3,1,SK,99,5.94,Approved,2/7/2020 17:08
1/2/20 10:12:01 AM UTC+3,1,KT,945,56.7,Approved,2/7/2020 17:09
1/2/20 10:09:17 AM UTC+3,1,EP,2205,134.51,Approved,2/7/2020 17:08
1/2/20 10:15:03 AM UTC+3,1,EP,385,23.49,Approved,2/7/2020 17:09
1/2/20 10:16:30 AM UTC+3,1,SK,18200,1092,Approved,2/7/2020 17:07
1/2/20 10:17:00 AM UTC+3,1,EP,24898,1518.78,Approved,2/7/2020 17:07
1/2/20 10:19:47 AM UTC+3,1,SK,6563,393.78,Deleted,2/7/2020 15:12
1/2/20 10:18:05 AM UTC+3,1,SK,6614,396.84,Approved,2/7/2020 17:07
1/2/20 10:19:43 AM UTC+3,1,EP,3010,183.61,Approved,2/7/2020 17:07
1/2/20 10:21:46 AM UTC+3,1,KT,69,4.14,Approved,2/7/2020 17:08
1/2/20 10:25:07 AM UTC+3,1,EP,3080,187.88,Approved,2/7/2020 17:08
1/2/20 10:25:28 AM UTC+3,1,EP,2940,179.34,Approved,2/7/2020 17:09
1/2/20 10:23:29 AM UTC+3,1,KT,79,4.74,Approved,2/7/2020 17:09
1/2/20 10:28:06 AM UTC+3,1,KT,1699,101.94,Approved,2/7/2020 17:09
1/2/20 10:31:48 AM UTC+3,1,EP,462,28.18,Approved,2/7/2020 17:08
1/2/20 10:35:14 AM UTC+3,1,EP,7840,478.24,Deleted,2/7/2020 15:12
1/2/20 10:35:05 AM UTC+3,1,SK,980,58.8,Deleted,2/7/2020 15:12
1/2/20 10:37:09 AM UTC+3,1,EP,3920,239.12,Approved,2/7/2020 17:08
1/2/20 10:39:39 AM UTC+3,1,EP,2800,170.8,Approved,2/7/2020 17:08
1/2/20 10:39:30 AM UTC+3,1,EP,1750,106.75,Approved,2/7/2020 17:09
1/2/20 10:43:46 AM UTC+3,1,EP,7840,478.24,Approved,2/7/2020 17:09
1/2/20 10:45:51 AM UTC+3,1,EP,1400,85.4,Approved,2/7/2020 17:07
1/2/20 10:46:19 AM UTC+3,1,EP,2100,128.1,Deleted,2/7/2020 15:12
1/2/20 10:48:25 AM UTC+3,1,SK,6563,393.78,Approved,2/7/2020 17:08
1/2/20 10:50:30 AM UTC+3,1,EP,1591,97.05,Approved,2/7/2020 17:07
1/2/20 10:51:58 AM UTC+3,1,SK,2352,141.12,Deleted,2/7/2020 15:12
1/2/20 10:53:25 AM UTC+3,1,KT,99,5.94,Approved,2/7/2020 17:07
1/2/20 10:56:39 AM UTC+3,1,EP,980,59.78,Approved,2/7/2020 17:07
1/2/20 10:58:09 AM UTC+3,1,EP,7840,478.24,Approved,2/7/2020 17:09
1/2/20 11:02:24 AM UTC+3,1,EP,1120,68.32,Approved,2/7/2020 17:09
1/2/20 11:04:19 AM UTC+3,1,EP,6998,426.88,Deleted,2/7/2020 15:12
1/2/20 11:07:34 AM UTC+3,1,Other,3486,209.16,Deleted,2/7/2020 15:12
1/2/20 11:08:34 AM UTC+3,1,EP,1960,119.56,Approved,2/7/2020 17:08
1/2/20 11:12:13 AM UTC+3,1,EP,1225,74.72,Approved,2/7/2020 17:07
1/2/20 11:19:27 AM UTC+3,1,KT,1540,92.4,Approved,2/7/2020 17:09
1/2/20 11:18:05 AM UTC+3,1,EP,4445,271.14,Approved,2/7/2020 17:07
1/2/20 11:21:59 AM UTC+3,1,EP,3402,207.52,Approved,2/7/2020 17:07
1/2/20 11:22:15 AM UTC+3,1,EP,2940,179.34,Deleted,2/7/2020 15:12
1/2/20 11:28:04 AM UTC+3,1,KT,349,20.94,Approved,2/7/2020 17:09
1/2/20 11:27:50 AM UTC+3,1,SK,3605,216.3,Approved,2/7/2020 17:07
1/2/20 11:31:28 AM UTC+3,1,EP,1540,93.94,Approved,2/7/2020 17:08
1/2/20 11:31:42 AM UTC+3,1,KT,349,20.94,Approved,2/7/2020 17:07
1/2/20 11:37:41 AM UTC+3,1,EP,8336,508.5,Approved,2/7/2020 17:09
1/2/20 11:39:10 AM UTC+3,1,EP,6160,375.76,Approved,2/7/2020 17:09
1/2/20 11:41:07 AM UTC+3,1,EP,7980,486.78,Approved,2/7/2020 17:08
1/2/20 11:45:05 AM UTC+3,1,KT,2800,168,Approved,2/7/2020 17:07
1/2/20 11:46:59 AM UTC+3,1,EP,2590,157.99,Approved,2/7/2020 17:07
1/2/20 11:48:12 AM UTC+3,1,KT,840,50.4,Approved,2/7/2020 17:08
1/2/20 11:48:54 AM UTC+3,1,KT,349,20.94,Approved,2/7/2020 17:09
1/2/20 11:52:28 AM UTC+3,1,EP,1470,89.67,Approved,2/7/2020 17:07
1/2/20 11:50:44 AM UTC+3,1,EP,5460,333.06,Approved,2/7/2020 17:08
1/2/20 11:55:19 AM UTC+3,1,EP,5320,324.52,Approved,2/7/2020 17:08
1/2/20 11:56:49 AM UTC+3,1,EP,7700,469.7,Approved,2/7/2020 17:08
1/2/20 11:54:30 AM UTC+3,1,EP,2100,128.1,Approved,2/7/2020 17:08
1/2/20 11:57:42 AM UTC+3,1,EP,7840,478.24,Approved,2/7/2020 17:09
1/2/20 12:01:12 PM UTC+3,1,EP,1610,98.21,Approved,2/7/2020 17:09
1/2/20 12:03:35 PM UTC+3,1,KT,3096,185.76,Approved,2/7/2020 17:09
1/2/20 12:12:35 PM UTC+3,1,EP,3059,186.6,Approved,2/7/2020 17:09
1/2/20 12:15:11 PM UTC+3,1,EP,9310,567.91,Deleted,2/7/2020 15:12
1/2/20 12:15:43 PM UTC+3,1,EP,2100,128.1,Approved,2/7/2020 17:07
1/2/20 12:20:38 PM UTC+3,1,EP,910,55.51,Approved,2/7/2020 17:09
1/2/20 12:19:05 PM UTC+3,1,KT,2099,125.94,Approved,2/7/2020 17:09
1/2/20 12:19:47 PM UTC+3,1,EP,17220,1050.42,Deleted,2/7/2020 15:12
1/2/20 12:20:39 PM UTC+3,1,SK,4900,294,Approved,2/7/2020 17:07
1/2/20 12:25:45 PM UTC+3,1,EP,3360,204.96,Approved,2/7/2020 17:09
1/2/20 12:26:40 PM UTC+3,1,SK,5512,330.72,Approved,2/7/2020 17:09
1/2/20 12:28:31 PM UTC+3,1,EP,1960,119.56,Approved,2/7/2020 17:08
1/2/20 12:26:49 PM UTC+3,1,EP,2800,170.8,Approved,2/7/2020 17:09
1/2/20 12:31:36 PM UTC+3,1,EP,2800,170.8,Approved,2/7/2020 17:08
1/2/20 12:32:31 PM UTC+3,1,EP,5299,323.24,Deleted,2/7/2020 15:12
1/2/20 12:31:22 PM UTC+3,1,EP,1969,120.11,Approved,2/7/2020 17:07
1/2/20 12:31:55 PM UTC+3,1,SK,2100,126,Deleted,2/7/2020 15:12
1/2/20 12:37:02 PM UTC+3,1,KT,69,4.14,Approved,2/7/2020 17:09
1/2/20 12:39:48 PM UTC+3,1,EP,2800,170.8,Approved,2/7/2020 17:08
1/2/20 12:41:58 PM UTC+3,1,EP,30345,1851.04,Approved,2/7/2020 17:07
1/2/20 12:44:42 PM UTC+3,1,EP,6300,384.3,Approved,2/7/2020 17:07
1/2/20 12:46:10 PM UTC+3,1,SK,840,50.4,Approved,2/7/2020 17:07
1/2/20 12:47:06 PM UTC+3,1,EP,3640,222.04,Approved,2/7/2020 17:09
1/2/20 12:48:08 PM UTC+3,1,EP,9093,554.67,Deleted,2/7/2020 15:12
1/2/20 12:46:17 PM UTC+3,1,KT,1960,117.6,Approved,2/7/2020 17:09
1/2/20 12:50:16 PM UTC+3,1,EP,3045,185.74,Approved,2/7/2020 17:08
1/2/20 12:51:58 PM UTC+3,1,EP,10648,649.53,Approved,2/7/2020 17:08
1/2/20 12:53:18 PM UTC+3,1,EP,3920,239.12,Deleted,2/7/2020 15:12
1/2/20 12:53:56 PM UTC+3,1,KT,69,4.14,Approved,2/7/2020 17:07
1/2/20 12:56:20 PM UTC+3,1,EP,1318,80.4,Approved,2/7/2020 17:08
1/2/20 12:58:14 PM UTC+3,1,EP,5250,320.25,Deleted,2/7/2020 15:12
1/2/20 12:58:10 PM UTC+3,1,EP,4296,262.06,Approved,2/7/2020 17:09
1/2/20 1:01:13 PM UTC+3,1,EP,1190,72.59,Approved,2/7/2020 17:08
1/2/20 1:01:23 PM UTC+3,1,SK,8400,504,Approved,2/7/2020 17:08
1/2/20 1:09:23 PM UTC+3,1,KT,1134,68.04,Approved,2/7/2020 17:09
1/2/20 1:13:20 PM UTC+3,1,EP,762,46.48,Deleted,2/7/2020 15:12
1/2/20 1:13:20 PM UTC+3,1,EP,646,39.41,Deleted,2/7/2020 15:12
1/2/20 1:14:54 PM UTC+3,1,KT,542,32.52,Approved,2/7/2020 17:09
1/2/20 1:17:14 PM UTC+3,1,SK,2800,168,Approved,2/7/2020 17:08
1/2/20 1:19:40 PM UTC+3,1,SK,8750,525,Approved,2/7/2020 17:08
1/2/20 1:19:50 PM UTC+3,1,KT,1155,69.3,Approved,2/7/2020 17:08
1/2/20 1:20:48 PM UTC+3,1,EP,5915,360.82,Approved,2/7/2020 17:09
1/2/20 1:24:43 PM UTC+3,1,EP,5600,341.6,Approved,2/7/2020 17:08
1/2/20 1:25:30 PM UTC+3,1,EP,7000,427,Approved,2/7/2020 17:09
1/2/20 1:28:52 PM UTC+3,1,EP,3780,230.58,Approved,2/7/2020 17:07
1/2/20 1:29:17 PM UTC+3,1,EP,2800,170.8,Approved,2/7/2020 17:09
1/2/20 1:28:51 PM UTC+3,1,EP,1400,85.4,Approved,2/7/2020 17:08
1/2/20 1:30:06 PM UTC+3,1,SK,926,55.56,Approved,2/7/2020 17:09
1/2/20 1:35:47 PM UTC+3,1,EP,2800,170.8,Approved,2/7/2020 17:09
1/2/20 1:36:25 PM UTC+3,1,EP,812,49.53,Approved,2/7/2020 17:09
1/2/20 1:38:04 PM UTC+3,1,SK,13790,827.4,Approved,2/7/2020 17:07
1/2/20 1:38:38 PM UTC+3,1,EP,2100,128.1,Approved,2/7/2020 17:07
1/2/20 1:40:41 PM UTC+3,1,EP,700,42.7,Approved,2/7/2020 17:09
1/2/20 1:44:49 PM UTC+3,1,EP,3150,192.15,Approved,2/7/2020 17:09
1/2/20 1:44:00 PM UTC+3,1,KT,1680,100.8,Approved,2/7/2020 17:07
1/2/20 1:44:24 PM UTC+3,1,EP,840,51.24,Approved,2/7/2020 17:08
1/2/20 1:47:55 PM UTC+3,1,SK,770,46.2,Approved,2/7/2020 17:08
1/2/20 1:50:20 PM UTC+3,1,KT,1400,84,Approved,2/7/2020 17:08
1/2/20 1:50:23 PM UTC+3,1,EP,3920,239.12,Approved,2/7/2020 17:07
1/2/20 1:57:29 PM UTC+3,1,KT,700,42,Approved,2/7/2020 17:08
1/2/20 1:58:47 PM UTC+3,1,SK,13090,785.4,Deleted,2/7/2020 15:12
1/2/20 2:01:03 PM UTC+3,1,SK,3150,189,Approved,2/7/2020 17:08
1/2/20 2:04:06 PM UTC+3,1,EP,4694,286.33,Approved,2/7/2020 17:07
1/2/20 2:07:46 PM UTC+3,1,EP,3500,213.5,Deleted,2/7/2020 15:12
1/2/20 2:12:17 PM UTC+3,1,EP,770,46.97,Deleted,2/7/2020 15:12
1/2/20 2:12:18 PM UTC+3,1,EP,2450,149.45,Approved,2/7/2020 17:07
1/2/20 2:16:41 PM UTC+3,1,EP,6300,384.3,Approved,2/7/2020 17:08
1/2/20 2:26:51 PM UTC+3,1,EP,5194,316.83,Approved,2/7/2020 17:08
1/2/20 2:27:01 PM UTC+3,1,EP,2100,128.1,Approved,2/7/2020 17:07
1/2/20 2:33:43 PM UTC+3,1,EP,287,17.51,Approved,2/7/2020 17:07
1/2/20 2:33:29 PM UTC+3,1,SK,7840,470.4,Approved,2/7/2020 17:07
1/2/20 2:38:36 PM UTC+3,1,SK,2129,127.74,Approved,2/7/2020 17:09
1/2/20 2:49:26 PM UTC+3,1,EP,7840,478.24,Approved,2/7/2020 17:08
1/2/20 2:47:36 PM UTC+3,1,EP,14364,876.2,Approved,2/7/2020 17:07
1/2/20 2:48:16 PM UTC+3,1,EP,5740,350.14,Approved,2/7/2020 17:09
1/2/20 2:50:27 PM UTC+3,1,EP,3112,189.83,Approved,2/7/2020 17:07
1/2/20 2:51:27 PM UTC+3,1,EP,2800,170.8,Approved,2/7/2020 17:09
1/2/20 2:54:00 PM UTC+3,1,EP,3594,219.23,Approved,2/7/2020 17:07
1/2/20 2:55:41 PM UTC+3,1,KT,329,19.74,Approved,2/7/2020 17:09
1/2/20 2:57:01 PM UTC+3,1,EP,1820,111.02,Approved,2/7/2020 17:09
1/2/20 3:01:46 PM UTC+3,1,KT,3255,195.3,Approved,2/7/2020 17:08
1/2/20 3:01:37 PM UTC+3,1,EP,5068,309.15,Approved,2/7/2020 17:08
1/2/20 3:06:07 PM UTC+3,1,EP,2450,149.45,Approved,2/7/2020 17:07
1/2/20 3:08:40 PM UTC+3,1,EP,2450,149.45,Approved,2/7/2020 17:08
1/2/20 3:12:53 PM UTC+3,1,EP,2800,170.8,Deleted,2/7/2020 15:12
1/2/20 3:18:11 PM UTC+3,1,EP,1568,95.65,Approved,2/7/2020 17:07
1/2/20 3:18:05 PM UTC+3,1,KT,549,32.94,Approved,2/7/2020 17:09
1/2/20 3:21:56 PM UTC+3,1,SK,2009,120.54,Approved,2/7/2020 17:07
1/2/20 3:24:00 PM UTC+3,1,EP,3499,213.44,Deleted,2/7/2020 15:12
1/2/20 3:26:46 PM UTC+3,1,EP,1260,76.86,Approved,2/7/2020 17:07
1/2/20 3:34:09 PM UTC+3,1,EP,4480,273.28,Approved,2/7/2020 17:08
1/2/20 3:40:08 PM UTC+3,1,EP,4200,256.2,Approved,2/7/2020 17:08
1/2/20 3:46:25 PM UTC+3,1,EP,15750,960.75,Approved,2/7/2020 17:08
1/2/20 3:49:50 PM UTC+3,1,EP,5600,341.6,Approved,2/7/2020 17:08
1/2/20 3:57:24 PM UTC+3,1,KT,3696,221.76,Approved,2/7/2020 17:08
1/2/20 3:58:51 PM UTC+3,1,EP,2821,172.08,Approved,2/7/2020 17:07
1/2/20 4:05:30 PM UTC+3,1,EP,385,23.49,Approved,2/7/2020 17:07
1/2/20 4:05:30 PM UTC+3,1,EP,350,21.35,Approved,2/7/2020 17:07
1/2/20 4:07:22 PM UTC+3,1,EP,4603,280.78,Approved,2/7/2020 17:07
1/2/20 4:20:30 PM UTC+3,1,KT,1596,95.76,Approved,2/7/2020 17:08
1/2/20 4:25:47 PM UTC+3,1,EP,7497,457.32,Approved,2/7/2020 17:08
1/2/20 4:26:32 PM UTC+3,1,EP,9393,572.97,Approved,2/7/2020 17:07
1/2/20 4:31:51 PM UTC+3,1,EP,588,35.87,Approved,2/7/2020 17:07
1/2/20 4:41:18 PM UTC+3,1,EP,1540,93.94,Deleted,2/7/2020 15:12
1/2/20 4:47:06 PM UTC+3,1,EP,2142,130.66,Approved,2/7/2020 17:07
1/2/20 4:51:50 PM UTC+3,1,EP,3360,204.96,Approved,2/7/2020 17:07
1/2/20 4:51:59 PM UTC+3,1,EP,770,46.97,Approved,2/7/2020 17:09
1/2/20 4:55:27 PM UTC+3,1,EP,2800,170.8,Approved,2/7/2020 17:08
1/2/20 4:55:05 PM UTC+3,1,EP,2660,162.26,Approved,2/7/2020 17:08
1/2/20 5:09:39 PM UTC+3,1,EP,4200,256.2,Approved,2/7/2020 17:08
1/2/20 5:14:44 PM UTC+3,1,EP,5950,362.95,Approved,2/7/2020 17:08
1/2/20 5:19:16 PM UTC+3,1,EP,6396,390.16,Approved,2/7/2020 17:09
1/2/20 5:18:34 PM UTC+3,1,SK,3599,215.94,Deleted,2/7/2020 15:12
1/2/20 5:23:09 PM UTC+3,1,EP,2100,128.1,Approved,2/7/2020 17:08
1/2/20 5:21:24 PM UTC+3,1,SK,1750,105,Approved,2/7/2020 17:07
1/2/20 5:29:27 PM UTC+3,1,KT,1750,105,Deleted,2/7/2020 15:12
1/2/20 5:35:12 PM UTC+3,1,EP,6300,384.3,Approved,2/7/2020 17:09
1/2/20 5:32:49 PM UTC+3,1,EP,3640,222.04,Approved,2/7/2020 17:09
1/2/20 5:35:53 PM UTC+3,1,EP,5084,310.12,Approved,2/7/2020 17:07
1/2/20 5:45:46 PM UTC+3,1,EP,4550,277.55,Approved,2/7/2020 17:09
1/2/20 5:48:39 PM UTC+3,1,EP,4550,277.55,Approved,2/7/2020 17:08
1/2/20 6:01:59 PM UTC+3,1,KT,2450,147,Approved,2/7/2020 17:09
1/2/20 6:04:25 PM UTC+3,1,KT,4410,264.6,Deleted,2/7/2020 15:12
1/2/20 6:07:42 PM UTC+3,1,EP,4200,256.2,Approved,2/7/2020 17:08
1/2/20 6:14:19 PM UTC+3,1,EP,5600,341.6,Approved,2/7/2020 17:07
1/2/20 6:24:20 PM UTC+3,1,KT,1960,117.6,Approved,2/7/2020 17:07
1/2/20 6:38:55 PM UTC+3,1,SK,2199,131.94,Deleted,2/7/2020 15:12
1/2/20 6:41:08 PM UTC+3,1,KT,770,46.2,Approved,2/7/2020 17:07
1/2/20 7:15:25 PM UTC+3,1,SK,4549,272.94,Approved,2/7/2020 17:08
1/2/20 7:20:50 PM UTC+3,1,EP,616,37.58,Approved,2/7/2020 17:09
1/2/20 7:24:27 PM UTC+3,1,KT,1410,84.6,Approved,2/7/2020 17:08
1/2/20 7:28:21 PM UTC+3,1,EP,2800,170.8,Deleted,2/7/2020 15:12
1/2/20 7:29:08 PM UTC+3,1,EP,1176,71.74,Deleted,2/7/2020 15:12
1/2/20 7:37:13 PM UTC+3,1,EP,3150,192.15,Approved,2/7/2020 17:09
1/2/20 7:37:28 PM UTC+3,1,SK,1960,117.6,Deleted,2/7/2020 15:12
1/2/20 7:44:28 PM UTC+3,1,SK,1820,109.2,Approved,2/7/2020 17:08
1/2/20 7:52:13 PM UTC+3,1,SK,1960,117.6,Deleted,2/7/2020 15:12
1/2/20 8:00:46 PM UTC+3,1,EP,12650,771.65,Approved,2/7/2020 17:08
1/2/20 8:10:39 PM UTC+3,1,KT,1470,88.2,Deleted,2/7/2020 15:12
1/2/20 8:19:02 PM UTC+3,1,EP,15400,939.4,Approved,2/7/2020 17:09
1/2/20 8:26:27 PM UTC+3,1,EP,6678,407.36,Approved,2/7/2020 17:08
1/2/20 8:25:23 PM UTC+3,1,EP,5320,324.52,Approved,2/7/2020 17:07
1/2/20 8:28:14 PM UTC+3,1,EP,5320,324.52,Approved,2/7/2020 17:09
1/2/20 8:42:09 PM UTC+3,1,EP,1977,120.6,Approved,2/7/2020 17:09
1/2/20 9:07:27 PM UTC+3,1,EP,3920,239.12,Approved,2/7/2020 17:08
1/2/20 9:46:25 PM UTC+3,1,EP,2100,128.1,Approved,2/7/2020 17:08
1/2/20 10:34:24 PM UTC+3,1,EP,14140,862.54,Approved,2/7/2020 17:09
1/2/20 10:42:54 PM UTC+3,1,EP,4550,277.55,Approved,2/7/2020 17:09
