Time,Month,Partner,OrderValue,Commission,Status,LastChanged
3/3/20 8:12:00 AM UTC+3,3,KT,840,50.4,Deleted,5/29/2020 9:22
3/3/20 8:13:37 AM UTC+3,3,EP,2800,170.8,Deleted,5/29/2020 9:22
3/3/20 8:16:27 AM UTC+3,3,SK,1400,84,Deleted,5/29/2020 9:22
3/3/20 8:17:51 AM UTC+3,3,CB,7735,464.1,Deleted,5/29/2020 9:22
3/3/20 8:17:55 AM UTC+3,3,KT,549,32.94,Deleted,5/29/2020 9:22
3/3/20 8:24:52 AM UTC+3,3,CB,5530,331.8,Deleted,5/29/2020 9:22
3/3/20 8:30:51 AM UTC+3,3,EP,2800,170.8,Deleted,5/29/2020 9:22
3/3/20 8:30:43 AM UTC+3,3,EP,1995,121.69,Deleted,5/29/2020 9:22
3/3/20 8:33:34 AM UTC+3,3,CB,3150,189,Deleted,5/29/2020 9:22
3/3/20 8:33:15 AM UTC+3,3,CB,3220,193.2,Deleted,5/29/2020 9:22
3/3/20 8:37:50 AM UTC+3,3,CB,1750,105,Deleted,5/29/2020 9:22
3/3/20 8:41:08 AM UTC+3,3,CB,2905,174.3,Deleted,5/29/2020 9:22
3/3/20 8:42:13 AM UTC+3,3,SK,5499,329.94,Approved,5/8/2020 8:47
3/3/20 8:42:48 AM UTC+3,3,SK,3150,189,Deleted,5/29/2020 9:22
3/3/20 8:44:28 AM UTC+3,3,EP,700,42.7,Deleted,5/29/2020 9:22
3/3/20 8:48:06 AM UTC+3,3,SK,1190,71.4,Deleted,5/29/2020 9:22
3/3/20 8:58:23 AM UTC+3,3,CB,18199,1091.94,Deleted,5/29/2020 9:22
3/3/20 8:58:31 AM UTC+3,3,CB,1890,113.4,Deleted,5/29/2020 9:22
3/3/20 9:00:58 AM UTC+3,3,C4B,1120,67.2,Approved,5/8/2020 8:43
3/3/20 9:01:47 AM UTC+3,3,CB,5110,306.6,Deleted,5/8/2020 7:50
3/3/20 9:02:58 AM UTC+3,3,CB,16099,965.94,Deleted,5/29/2020 9:22
3/3/20 9:02:59 AM UTC+3,3,EP,1400,85.4,Deleted,5/29/2020 9:22
3/3/20 9:02:14 AM UTC+3,3,C4B,8330,499.8,Deleted,5/29/2020 9:22
3/3/20 9:08:54 AM UTC+3,3,EP,420,25.62,Deleted,5/29/2020 9:22
3/3/20 9:13:08 AM UTC+3,3,CB,13178,790.68,Deleted,5/29/2020 9:22
3/3/20 9:13:02 AM UTC+3,3,EP,2450,149.45,Deleted,5/29/2020 9:22
3/3/20 9:22:45 AM UTC+3,3,CB,16800,1008,Deleted,5/29/2020 9:22
3/3/20 9:24:37 AM UTC+3,3,KT,329,19.74,Deleted,5/29/2020 9:22
3/3/20 9:27:07 AM UTC+3,3,CB,2352,141.12,Deleted,5/29/2020 9:22
3/3/20 9:27:24 AM UTC+3,3,CB,2800,168,Deleted,5/29/2020 9:22
3/3/20 9:30:36 AM UTC+3,3,EP,3799,231.74,Deleted,5/29/2020 9:22
3/3/20 9:36:33 AM UTC+3,3,Other,1849,110.94,Deleted,5/29/2020 9:22
3/3/20 9:36:58 AM UTC+3,3,EP,560,34.16,Deleted,5/29/2020 9:22
3/3/20 9:38:42 AM UTC+3,3,KT,770,46.2,Deleted,5/29/2020 9:22
3/3/20 9:42:04 AM UTC+3,3,CB,7280,436.8,Deleted,5/29/2020 9:22
3/3/20 9:47:29 AM UTC+3,3,CB,7350,441,Deleted,5/29/2020 9:22
3/3/20 9:48:14 AM UTC+3,3,CB,22400,1344,Approved,5/8/2020 8:39
3/3/20 9:49:36 AM UTC+3,3,EP,5600,341.6,Deleted,5/29/2020 9:22
3/3/20 9:52:56 AM UTC+3,3,EP,3348,204.23,Deleted,5/29/2020 9:22
3/3/20 9:50:44 AM UTC+3,3,EP,4900,298.9,Deleted,5/29/2020 9:22
3/3/20 10:10:46 AM UTC+3,3,CB,16099,965.94,Deleted,5/29/2020 9:22
3/3/20 10:13:08 AM UTC+3,3,CB,4200,252,Deleted,5/29/2020 9:22
3/3/20 10:12:36 AM UTC+3,3,CB,2590,155.4,Approved,5/8/2020 8:43
3/3/20 10:12:33 AM UTC+3,3,CB,17238,1034.28,Deleted,5/29/2020 9:22
3/3/20 10:13:59 AM UTC+3,3,CB,15999,959.94,Deleted,5/29/2020 9:22
3/3/20 10:17:25 AM UTC+3,3,CB,16099,965.94,Deleted,5/29/2020 9:22
3/3/20 10:23:05 AM UTC+3,3,EP,700,42.7,Deleted,5/29/2020 9:22
3/3/20 10:22:05 AM UTC+3,3,CB,3920,235.2,Deleted,5/29/2020 9:22
3/3/20 10:26:07 AM UTC+3,3,CB,11056,663.36,Deleted,5/29/2020 9:22
3/3/20 10:42:42 AM UTC+3,3,CB,1400,84,Deleted,5/29/2020 9:22
3/3/20 10:42:27 AM UTC+3,3,EP,4200,256.2,Deleted,5/8/2020 7:50
3/3/20 10:41:59 AM UTC+3,3,EP,7437,453.66,Deleted,5/29/2020 9:22
3/3/20 10:45:29 AM UTC+3,3,Other,630,38.43,Deleted,5/29/2020 9:22
3/3/20 10:51:47 AM UTC+3,3,CB,12999,779.94,Deleted,5/29/2020 9:22
3/3/20 10:52:15 AM UTC+3,3,CB,700,42,Deleted,5/29/2020 9:22
3/3/20 10:52:54 AM UTC+3,3,EP,1050,64.05,Deleted,5/29/2020 9:22
3/3/20 10:54:48 AM UTC+3,3,CB,1820,109.2,Deleted,5/29/2020 9:22
3/3/20 10:56:59 AM UTC+3,3,CB,13299,797.94,Deleted,5/29/2020 9:22
3/3/20 10:57:55 AM UTC+3,3,EP,599,36.54,Deleted,5/29/2020 9:22
3/3/20 10:58:06 AM UTC+3,3,Other,630,38.43,Deleted,5/29/2020 9:22
3/3/20 11:00:20 AM UTC+3,3,CB,2800,168,Deleted,5/29/2020 9:22
3/3/20 11:01:38 AM UTC+3,3,EP,2100,128.1,Deleted,5/29/2020 9:22
3/3/20 11:03:49 AM UTC+3,3,EP,2100,128.1,Deleted,5/29/2020 9:22
3/3/20 11:05:30 AM UTC+3,3,Other,5460,333.06,Deleted,5/29/2020 9:22
3/3/20 11:05:30 AM UTC+3,3,Other,1400,85.4,Deleted,5/29/2020 9:22
3/3/20 11:12:56 AM UTC+3,3,EP,1540,93.94,Deleted,5/29/2020 9:22
3/3/20 11:14:25 AM UTC+3,3,SK,3780,226.8,Approved,5/8/2020 8:43
3/3/20 11:20:17 AM UTC+3,3,CB,1750,105,Deleted,5/29/2020 9:22
3/3/20 11:27:39 AM UTC+3,3,EP,910,55.51,Deleted,5/29/2020 9:22
3/3/20 11:40:41 AM UTC+3,3,EP,3115,190.01,Deleted,5/29/2020 9:22
3/3/20 11:41:07 AM UTC+3,3,SK,1750,105,Deleted,5/29/2020 9:22
3/3/20 11:40:57 AM UTC+3,3,CB,17500,1050,Deleted,5/29/2020 9:22
3/3/20 11:45:13 AM UTC+3,3,CB,2800,168,Deleted,5/29/2020 9:22
3/3/20 11:48:03 AM UTC+3,3,EP,1617,98.64,Approved,5/8/2020 8:41
3/3/20 11:49:31 AM UTC+3,3,EP,3010,183.61,Deleted,5/29/2020 9:22
3/3/20 11:50:00 AM UTC+3,3,CB,13422,805.32,Deleted,5/29/2020 9:22
3/3/20 11:57:55 AM UTC+3,3,EP,700,42.7,Deleted,5/29/2020 9:22
3/3/20 12:03:33 PM UTC+3,3,EP,2310,140.91,Deleted,5/29/2020 9:22
3/3/20 12:08:19 PM UTC+3,3,EP,210,12.81,Deleted,5/29/2020 9:22
3/3/20 12:08:19 PM UTC+3,3,EP,1400,85.4,Deleted,5/29/2020 9:22
3/3/20 12:08:19 PM UTC+3,3,EP,2660,162.26,Deleted,5/29/2020 9:22
3/3/20 12:15:45 PM UTC+3,3,EP,25200,1537.2,Deleted,5/29/2020 9:22
3/3/20 12:16:32 PM UTC+3,3,KT,9695,581.7,Deleted,5/29/2020 9:22
3/3/20 12:21:08 PM UTC+3,3,KT,9800,588,Approved,5/8/2020 8:41
3/3/20 12:24:26 PM UTC+3,3,EP,3010,183.61,Deleted,5/29/2020 9:22
3/3/20 12:29:28 PM UTC+3,3,CB,25200,1512,Deleted,5/29/2020 9:22
3/3/20 12:30:13 PM UTC+3,3,C4B,2669,160.14,Deleted,5/29/2020 9:22
3/3/20 12:33:43 PM UTC+3,3,EP,1400,85.4,Deleted,5/29/2020 9:22
3/3/20 12:37:47 PM UTC+3,3,KT,840,50.4,Deleted,5/29/2020 9:22
3/3/20 12:37:47 PM UTC+3,3,KT,1540,92.4,Deleted,5/29/2020 9:22
3/3/20 12:42:49 PM UTC+3,3,EP,15050,918.05,Deleted,5/29/2020 9:22
3/3/20 12:49:38 PM UTC+3,3,CB,7420,445.2,Deleted,5/29/2020 9:22
3/3/20 12:50:26 PM UTC+3,3,EP,2562,156.28,Deleted,5/29/2020 9:22
3/3/20 12:57:43 PM UTC+3,3,EP,5628,343.31,Approved,5/8/2020 8:42
3/3/20 1:06:08 PM UTC+3,3,EP,595,36.29,Deleted,5/29/2020 9:22
3/3/20 1:05:22 PM UTC+3,3,EP,3150,192.15,Deleted,5/29/2020 9:22
3/3/20 1:08:05 PM UTC+3,3,SK,3710,222.6,Deleted,5/29/2020 9:22
3/3/20 1:08:35 PM UTC+3,3,C4B,9096,545.76,Deleted,5/29/2020 9:22
3/3/20 1:09:34 PM UTC+3,3,CB,5250,315,Deleted,5/29/2020 9:22
3/3/20 1:08:31 PM UTC+3,3,SK,2086,125.16,Deleted,5/29/2020 9:22
3/3/20 1:12:20 PM UTC+3,3,CB,25246,1514.76,Deleted,5/29/2020 9:22
3/3/20 1:15:10 PM UTC+3,3,CB,1295,77.7,Deleted,5/29/2020 9:22
3/3/20 1:27:07 PM UTC+3,3,EP,2310,140.91,Deleted,5/29/2020 9:22
3/3/20 1:26:13 PM UTC+3,3,CB,8697,521.82,Deleted,5/29/2020 9:22
3/3/20 1:30:43 PM UTC+3,3,SK,2310,138.6,Deleted,5/29/2020 9:22
3/3/20 1:29:57 PM UTC+3,3,SK,980,58.8,Approved,5/8/2020 8:43
3/3/20 1:38:55 PM UTC+3,3,SK,1050,63,Deleted,5/29/2020 9:22
3/3/20 1:43:45 PM UTC+3,3,CB,980,58.8,Deleted,5/29/2020 9:22
3/3/20 1:45:19 PM UTC+3,3,SK,3150,189,Deleted,5/29/2020 9:22
3/3/20 1:49:24 PM UTC+3,3,KT,3999,239.94,Deleted,5/29/2020 9:22
3/3/20 1:45:56 PM UTC+3,3,KT,3999,239.94,Deleted,5/29/2020 9:22
3/3/20 1:51:17 PM UTC+3,3,CB,2450,147,Deleted,5/29/2020 9:22
3/3/20 1:55:42 PM UTC+3,3,CB,1764,105.84,Deleted,5/29/2020 9:22
3/3/20 1:57:17 PM UTC+3,3,EP,3010,183.61,Deleted,5/29/2020 9:22
3/3/20 2:05:05 PM UTC+3,3,Other,399,24.34,Deleted,5/29/2020 9:22
3/3/20 2:04:06 PM UTC+3,3,KT,17999,1079.94,Approved,5/8/2020 8:43
3/3/20 2:05:05 PM UTC+3,3,Other,7119,434.26,Deleted,5/29/2020 9:22
3/3/20 2:06:52 PM UTC+3,3,CB,5950,357,Deleted,5/29/2020 9:22
3/3/20 2:10:13 PM UTC+3,3,EP,1680,102.48,Deleted,5/29/2020 9:22
3/3/20 2:17:24 PM UTC+3,3,CB,11900,714,Deleted,5/29/2020 9:22
3/3/20 2:24:35 PM UTC+3,3,EP,4200,256.2,Approved,5/8/2020 8:47
3/3/20 2:24:53 PM UTC+3,3,CB,3500,210,Deleted,5/29/2020 9:22
3/3/20 2:28:49 PM UTC+3,3,EP,8190,499.59,Approved,5/8/2020 8:41
3/3/20 2:33:01 PM UTC+3,3,CB,2310,138.6,Deleted,5/29/2020 9:22
3/3/20 2:33:18 PM UTC+3,3,EP,3150,192.15,Approved,5/8/2020 8:40
3/3/20 2:36:43 PM UTC+3,3,CB,1890,113.4,Deleted,5/29/2020 9:22
3/3/20 2:36:32 PM UTC+3,3,KT,14210,852.6,Deleted,5/8/2020 7:50
3/3/20 2:38:53 PM UTC+3,3,KT,1260,75.6,Deleted,5/29/2020 9:22
3/3/20 2:40:39 PM UTC+3,3,SK,2800,168,Deleted,5/29/2020 9:22
3/3/20 2:46:31 PM UTC+3,3,CB,13650,819,Deleted,5/29/2020 9:22
3/3/20 2:49:20 PM UTC+3,3,CB,13300,798,Deleted,5/29/2020 9:22
3/3/20 2:50:34 PM UTC+3,3,EP,3500,213.5,Deleted,5/29/2020 9:22
3/3/20 2:54:14 PM UTC+3,3,EP,840,51.24,Deleted,5/29/2020 9:22
3/3/20 2:53:34 PM UTC+3,3,KT,2800,168,Approved,5/8/2020 8:39
3/3/20 2:57:22 PM UTC+3,3,EP,8400,512.4,Deleted,5/29/2020 9:22
3/3/20 3:01:16 PM UTC+3,3,EP,805,49.1,Deleted,5/8/2020 7:50
3/3/20 3:06:17 PM UTC+3,3,CB,1400,84,Approved,5/8/2020 8:42
3/3/20 3:07:17 PM UTC+3,3,CB,1190,71.4,Deleted,5/29/2020 9:22
3/3/20 3:14:03 PM UTC+3,3,EP,1393,84.97,Deleted,5/29/2020 9:22
3/3/20 3:18:47 PM UTC+3,3,EP,1050,64.05,Deleted,5/29/2020 9:22
3/3/20 3:30:12 PM UTC+3,3,EP,5810,354.41,Approved,5/8/2020 8:43
3/3/20 3:29:42 PM UTC+3,3,EP,5880,358.68,Deleted,5/29/2020 9:22
3/3/20 3:34:53 PM UTC+3,3,CB,4550,273,Deleted,5/29/2020 9:22
3/3/20 3:34:22 PM UTC+3,3,SK,4999,299.94,Deleted,5/29/2020 9:22
3/3/20 3:37:27 PM UTC+3,3,CB,4900,294,Deleted,5/29/2020 9:22
3/3/20 3:40:27 PM UTC+3,3,SK,4999,299.94,Deleted,5/29/2020 9:22
3/3/20 3:46:35 PM UTC+3,3,CB,2135,128.1,Deleted,5/29/2020 9:22
3/3/20 3:46:59 PM UTC+3,3,EP,1120,68.32,Deleted,5/29/2020 9:22
3/3/20 3:52:52 PM UTC+3,3,EP,1400,85.4,Deleted,5/29/2020 9:22
3/3/20 3:51:57 PM UTC+3,3,EP,1960,119.56,Approved,5/8/2020 8:42
3/3/20 4:11:26 PM UTC+3,3,EP,210,12.81,Deleted,5/29/2020 9:22
3/3/20 4:15:14 PM UTC+3,3,CB,1225,73.5,Deleted,5/29/2020 9:22
3/3/20 4:17:16 PM UTC+3,3,Other,3199,191.94,Approved,5/8/2020 8:42
3/3/20 4:18:51 PM UTC+3,3,SK,3220,193.2,Deleted,5/29/2020 9:22
3/3/20 4:18:55 PM UTC+3,3,EP,3920,239.12,Deleted,5/29/2020 9:22
3/3/20 4:20:08 PM UTC+3,3,CB,784,47.04,Deleted,5/29/2020 9:22
3/3/20 4:25:50 PM UTC+3,3,CB,6160,369.6,Deleted,5/29/2020 9:22
3/3/20 4:26:36 PM UTC+3,3,CB,1120,67.2,Approved,5/8/2020 8:40
3/3/20 4:28:13 PM UTC+3,3,EP,3999,243.94,Deleted,5/29/2020 9:22
3/3/20 4:28:00 PM UTC+3,3,CB,5180,310.8,Deleted,5/29/2020 9:22
3/3/20 4:30:26 PM UTC+3,3,EP,1400,85.4,Deleted,5/29/2020 9:22
3/3/20 4:29:56 PM UTC+3,3,CB,1400,84,Deleted,5/29/2020 9:22
3/3/20 4:30:15 PM UTC+3,3,CB,2065,123.9,Deleted,5/29/2020 9:22
3/3/20 4:34:48 PM UTC+3,3,KT,1470,88.2,Deleted,5/29/2020 9:22
3/3/20 4:39:27 PM UTC+3,3,CB,1820,109.2,Approved,5/8/2020 8:41
3/3/20 4:44:39 PM UTC+3,3,CB,2800,168,Deleted,5/29/2020 9:22
3/3/20 4:46:35 PM UTC+3,3,EP,1435,87.54,Deleted,5/29/2020 9:22
3/3/20 4:49:30 PM UTC+3,3,EP,39975,2438.48,Deleted,5/29/2020 9:22
3/3/20 4:48:34 PM UTC+3,3,KT,1127,67.62,Deleted,5/29/2020 9:22
3/3/20 4:49:25 PM UTC+3,3,EP,3290,200.69,Deleted,5/29/2020 9:22
3/3/20 4:53:08 PM UTC+3,3,EP,39975,2438.48,Deleted,5/29/2020 9:22
3/3/20 4:54:01 PM UTC+3,3,EP,5460,333.06,Approved,5/8/2020 8:41
3/3/20 4:55:02 PM UTC+3,3,KT,1400,84,Deleted,5/29/2020 9:22
3/3/20 4:56:00 PM UTC+3,3,EP,70356,4291.72,Deleted,5/29/2020 9:22
3/3/20 4:57:42 PM UTC+3,3,EP,10360,631.96,Approved,5/8/2020 8:48
3/3/20 5:00:52 PM UTC+3,3,EP,39975,2438.48,Deleted,5/29/2020 9:22
3/3/20 5:02:20 PM UTC+3,3,EP,980,59.78,Deleted,5/29/2020 9:22
3/3/20 5:03:26 PM UTC+3,3,EP,39975,2438.48,Deleted,5/29/2020 9:22
3/3/20 5:04:45 PM UTC+3,3,CB,1890,113.4,Deleted,5/29/2020 9:22
3/3/20 5:08:26 PM UTC+3,3,EP,39975,2438.48,Deleted,5/29/2020 9:22
3/3/20 5:12:21 PM UTC+3,3,CB,1750,105,Deleted,5/29/2020 9:22
3/3/20 5:16:11 PM UTC+3,3,EP,1400,85.4,Deleted,5/29/2020 9:22
3/3/20 5:18:39 PM UTC+3,3,CB,16999,1019.94,Deleted,5/29/2020 9:22
3/3/20 5:21:05 PM UTC+3,3,EP,7840,478.24,Deleted,5/29/2020 9:22
3/3/20 5:23:33 PM UTC+3,3,CB,16349,980.94,Deleted,5/29/2020 9:22
3/3/20 5:25:15 PM UTC+3,3,EP,5950,362.95,Deleted,5/29/2020 9:22
3/3/20 5:26:52 PM UTC+3,3,CB,13999,839.94,Deleted,5/29/2020 9:22
3/3/20 5:28:10 PM UTC+3,3,SK,17500,1050,Deleted,5/29/2020 9:22
3/3/20 5:27:57 PM UTC+3,3,CB,1820,109.2,Deleted,5/29/2020 9:22
3/3/20 5:30:28 PM UTC+3,3,EP,1960,119.56,Deleted,5/29/2020 9:22
3/3/20 5:31:40 PM UTC+3,3,KT,2100,126,Deleted,5/29/2020 9:22
3/3/20 5:29:28 PM UTC+3,3,EP,945,57.65,Approved,5/8/2020 8:42
3/3/20 5:33:37 PM UTC+3,3,EP,5460,333.06,Deleted,5/29/2020 9:22
3/3/20 5:35:33 PM UTC+3,3,EP,2555,155.85,Deleted,5/29/2020 9:22
3/3/20 5:32:57 PM UTC+3,3,EP,13299,811.24,Deleted,5/29/2020 9:22
3/3/20 5:39:23 PM UTC+3,3,EP,1190,72.59,Deleted,5/29/2020 9:22
3/3/20 5:39:23 PM UTC+3,3,EP,989,60.33,Deleted,5/29/2020 9:22
3/3/20 5:43:46 PM UTC+3,3,CB,4970,298.2,Deleted,5/29/2020 9:22
3/3/20 5:47:56 PM UTC+3,3,EP,12600,768.6,Deleted,5/29/2020 9:22
3/3/20 5:46:21 PM UTC+3,3,EP,3010,183.61,Deleted,5/29/2020 9:22
3/3/20 5:54:16 PM UTC+3,3,CB,3850,231,Deleted,5/8/2020 7:50
3/3/20 5:54:15 PM UTC+3,3,EP,1489,90.83,Deleted,5/29/2020 9:22
3/3/20 6:01:55 PM UTC+3,3,KT,3567,214.02,Deleted,5/8/2020 7:50
3/3/20 6:01:55 PM UTC+3,3,KT,17159,1029.54,Deleted,5/8/2020 7:50
3/3/20 6:08:56 PM UTC+3,3,C4B,2800,168,Deleted,5/29/2020 9:22
3/3/20 6:12:39 PM UTC+3,3,SK,1050,63,Deleted,5/29/2020 9:22
3/3/20 6:20:59 PM UTC+3,3,EP,6650,405.65,Deleted,5/29/2020 9:22
3/3/20 6:27:53 PM UTC+3,3,CB,2450,147,Deleted,5/29/2020 9:22
3/3/20 6:26:44 PM UTC+3,3,CB,2940,176.4,Deleted,5/29/2020 9:22
3/3/20 6:29:27 PM UTC+3,3,CB,2800,168,Deleted,5/29/2020 9:22
3/3/20 6:30:16 PM UTC+3,3,CB,6125,367.5,Deleted,5/29/2020 9:22
3/3/20 6:32:30 PM UTC+3,3,CB,1645,98.7,Deleted,5/29/2020 9:22
3/3/20 6:33:34 PM UTC+3,3,EP,4060,247.66,Deleted,5/29/2020 9:22
3/3/20 6:37:37 PM UTC+3,3,CB,2800,168,Deleted,5/29/2020 9:22
3/3/20 6:44:15 PM UTC+3,3,CB,2590,155.4,Deleted,5/29/2020 9:22
3/3/20 6:47:48 PM UTC+3,3,EP,3010,183.61,Deleted,5/29/2020 9:22
3/3/20 6:45:46 PM UTC+3,3,C4B,8330,499.8,Deleted,5/29/2020 9:22
3/3/20 6:48:25 PM UTC+3,3,CB,2310,138.6,Deleted,5/8/2020 7:50
3/3/20 6:53:07 PM UTC+3,3,C4B,1750,105,Deleted,5/29/2020 9:22
3/3/20 6:52:49 PM UTC+3,3,EP,875,53.38,Deleted,5/29/2020 9:22
3/3/20 6:56:51 PM UTC+3,3,EP,1960,119.56,Deleted,5/29/2020 9:22
3/3/20 7:01:22 PM UTC+3,3,EP,6370,388.57,Deleted,5/29/2020 9:22
3/3/20 7:07:02 PM UTC+3,3,SK,2590,155.4,Deleted,5/29/2020 9:22
3/3/20 7:24:36 PM UTC+3,3,EP,1470,89.67,Deleted,5/29/2020 9:22
3/3/20 7:25:31 PM UTC+3,3,EP,1225,74.72,Deleted,5/29/2020 9:22
3/3/20 7:25:47 PM UTC+3,3,EP,1400,85.4,Deleted,5/29/2020 9:22
3/3/20 7:38:13 PM UTC+3,3,C4B,525,31.5,Deleted,5/29/2020 9:22
3/3/20 7:54:58 PM UTC+3,3,EP,945,57.65,Approved,5/8/2020 8:41
3/3/20 8:06:58 PM UTC+3,3,EP,977,59.6,Deleted,5/29/2020 9:22
3/3/20 8:06:09 PM UTC+3,3,CB,4900,294,Deleted,5/29/2020 9:22
3/3/20 8:12:53 PM UTC+3,3,CB,1050,63,Deleted,5/29/2020 9:22
3/3/20 8:14:54 PM UTC+3,3,CB,1820,109.2,Deleted,5/29/2020 9:22
3/3/20 8:16:57 PM UTC+3,3,CB,2450,147,Approved,5/8/2020 8:40
3/3/20 8:15:36 PM UTC+3,3,SK,1048,62.88,Approved,5/8/2020 8:40
3/3/20 8:20:41 PM UTC+3,3,CB,3500,210,Deleted,5/29/2020 9:22
3/3/20 8:24:39 PM UTC+3,3,CB,4210,252.6,Deleted,5/29/2020 9:22
3/3/20 8:33:39 PM UTC+3,3,CB,2100,126,Approved,5/8/2020 8:43
3/3/20 8:50:49 PM UTC+3,3,KT,6230,373.8,Deleted,5/29/2020 9:22
3/3/20 8:52:39 PM UTC+3,3,SK,1496,89.76,Deleted,5/29/2020 9:22
3/3/20 8:54:07 PM UTC+3,3,CB,5110,306.6,Deleted,5/29/2020 9:22
3/3/20 9:05:08 PM UTC+3,3,EP,1995,121.69,Deleted,5/29/2020 9:22
3/3/20 9:05:08 PM UTC+3,3,EP,784,47.82,Deleted,5/29/2020 9:22
3/3/20 9:15:57 PM UTC+3,3,EP,280,17.08,Deleted,5/29/2020 9:22
3/3/20 9:15:57 PM UTC+3,3,EP,1680,102.48,Deleted,5/29/2020 9:22
3/3/20 9:41:29 PM UTC+3,3,KT,1680,100.8,Approved,5/8/2020 8:43
3/3/20 9:53:30 PM UTC+3,3,EP,4760,290.36,Deleted,5/29/2020 9:22
3/3/20 10:19:47 PM UTC+3,3,EP,1400,85.4,Deleted,5/29/2020 9:22
3/3/20 10:30:24 PM UTC+3,3,EP,6003,366.18,Deleted,5/29/2020 9:22
3/3/20 11:15:35 PM UTC+3,3,EP,805,49.1,Deleted,5/29/2020 9:22
3/3/20 11:26:18 PM UTC+3,3,EP,1575,96.07,Deleted,5/29/2020 9:22
3/3/20 11:24:21 PM UTC+3,3,EP,2485,151.59,Deleted,5/29/2020 9:22
3/3/20 11:27:52 PM UTC+3,3,KT,6999,419.94,Deleted,5/29/2020 9:22
3/3/20 11:27:51 PM UTC+3,3,EP,455,27.75,Deleted,5/29/2020 9:22
3/3/20 11:38:03 PM UTC+3,3,KT,4249,254.94,Deleted,5/29/2020 9:22
3/3/20 11:41:20 PM UTC+3,3,C4B,980,58.8,Approved,5/8/2020 8:43
3/4/20 1:53:24 AM UTC+3,3,Other,17500,1067.5,Deleted,6/1/2020 22:24
3/4/20 3:12:27 AM UTC+3,3,SK,1195,71.7,Deleted,6/1/2020 22:24
3/4/20 3:28:00 AM UTC+3,3,EP,1400,85.4,Deleted,6/1/2020 22:24
3/4/20 3:41:20 AM UTC+3,3,SK,980,58.8,Deleted,5/8/2020 7:50
3/4/20 3:45:38 AM UTC+3,3,SK,1050,63,Approved,5/8/2020 8:47
3/4/20 3:51:45 AM UTC+3,3,SK,1400,84,Deleted,5/8/2020 7:50
3/4/20 3:54:44 AM UTC+3,3,SK,1680,100.8,Deleted,5/8/2020 7:50
3/4/20 4:30:55 AM UTC+3,3,EP,632,38.55,Deleted,5/8/2020 7:50
3/4/20 5:05:15 AM UTC+3,3,CB,245,14.7,Deleted,6/1/2020 22:24
3/4/20 5:12:31 AM UTC+3,3,EP,2660,162.26,Deleted,6/1/2020 22:24
3/4/20 5:18:46 AM UTC+3,3,SK,1496,89.76,Deleted,6/1/2020 22:24
3/4/20 5:59:19 AM UTC+3,3,CB,2078,124.68,Deleted,6/1/2020 22:24
3/4/20 5:59:56 AM UTC+3,3,EP,4165,254.07,Deleted,6/1/2020 22:24
3/4/20 6:07:18 AM UTC+3,3,CB,4060,243.6,Deleted,5/8/2020 7:50
3/4/20 6:23:46 AM UTC+3,3,CB,665,39.9,Deleted,6/1/2020 22:24
3/4/20 6:39:12 AM UTC+3,3,EP,604,36.84,Deleted,6/1/2020 22:24
3/4/20 7:01:38 AM UTC+3,3,EP,1120,68.32,Deleted,6/1/2020 22:24
3/4/20 7:06:31 AM UTC+3,3,CB,39412,2364.72,Deleted,6/1/2020 22:24
3/4/20 7:08:30 AM UTC+3,3,C4B,1673,100.38,Deleted,6/1/2020 22:24
3/4/20 7:10:02 AM UTC+3,3,C4B,11452,687.12,Deleted,6/1/2020 22:24
3/4/20 7:10:02 AM UTC+3,3,C4B,1120,67.2,Deleted,6/1/2020 22:24
3/4/20 7:10:09 AM UTC+3,3,EP,1400,85.4,Approved,5/8/2020 8:39
3/4/20 7:43:24 AM UTC+3,3,CB,805,48.3,Deleted,6/1/2020 22:24
3/4/20 7:46:16 AM UTC+3,3,EP,7700,469.7,Deleted,6/1/2020 22:24
3/4/20 7:45:50 AM UTC+3,3,SK,1260,75.6,Deleted,6/1/2020 22:24
3/4/20 7:54:57 AM UTC+3,3,CB,245,14.7,Deleted,5/8/2020 7:50
3/4/20 8:03:43 AM UTC+3,3,EP,1400,85.4,Deleted,6/1/2020 22:24
3/4/20 8:07:31 AM UTC+3,3,EP,3500,213.5,Deleted,6/1/2020 22:24
3/4/20 8:08:15 AM UTC+3,3,Other,1298,79.18,Deleted,6/1/2020 22:24
3/4/20 8:20:52 AM UTC+3,3,EP,1120,68.32,Deleted,6/1/2020 22:24
3/4/20 8:26:25 AM UTC+3,3,Other,1120,68.32,Deleted,6/1/2020 22:24
3/4/20 8:27:07 AM UTC+3,3,EP,1820,111.02,Deleted,6/1/2020 22:24
3/4/20 8:28:12 AM UTC+3,3,EP,9312,568.03,Deleted,6/1/2020 22:24
3/4/20 8:33:09 AM UTC+3,3,CB,665,39.9,Deleted,6/1/2020 22:24
3/4/20 8:33:18 AM UTC+3,3,EP,2100,128.1,Deleted,6/1/2020 22:24
3/4/20 8:38:03 AM UTC+3,3,CB,2604,156.24,Deleted,6/1/2020 22:24
3/4/20 8:39:17 AM UTC+3,3,EP,1470,89.67,Approved,5/8/2020 8:43
3/4/20 8:38:03 AM UTC+3,3,CB,1127,67.62,Deleted,6/1/2020 22:24
3/4/20 8:43:24 AM UTC+3,3,CB,1050,63,Deleted,6/1/2020 22:24
